tenBan,loai,tenKhoaHoc,loaiCha,nguon,ghiChu
l46-zebra-harnischwels-hypancistrus-zebra,loai,Hypancistrus zebra,,garnelio.de,
labeotropheus-fuelleborni-chidunga-rocks-8-10cm-ob-female,loai,Labeotropheus fuelleborni,,garnelio.de,
labeotropheus-trewavasae-chiofu-8-10cm-rare,loai,Labeotropheus trewavasae,,garnelio.de,
labidochromis-chisumulae-mbweca-5-6cm,loai,Labidochromis chisumulae,,garnelio.de,
labidochromis-joanjohnsonae-likoma-5-7cm-nice,loai,Labidochromis joanjohnsonae,,garnelio.de,
laengsband-ziersalmler-gold-nannostomus-beckfordi,loai,Nannostomus beckfordi,,garnelio.de,
laengsbandbaerbling-rasbora-einthovenii,loai,Rasbora einthovenii,,garnelio.de,
lamprologus-kungweensis-4-5cm,loai,Lamprologus kungweensis,,garnelio.de,
lamprologus-lemairii-10-12cm-very-rare,loai,Lamprologus lemairii,,garnelio.de,
lamprologus-meleagris-4cm,loai,Lamprologus meleagris,,garnelio.de,
lamprologus-ornatipinnis-kalalangabo-4-6cm,loai,Lamprologus ornatipinnis,,garnelio.de,
lamprologus-signatus-4-5cm,loai,Lamprologus signatus,,garnelio.de,
lapis-tetra-hyphessobrycon-cyanotaenia,loai,Hyphessobrycon cyanotaenia,,garnelio.de,
laternentraeger-hemigrammus-ocellifer,loai,Hemigrammus ocellifer,,garnelio.de,
leopard-buschfisch-ctenopoma-acutirostre-raritaet,loai,Ctenopoma acutirostre,,garnelio.de,
lepidiolamprologus-attenuatus-zambia-10-13cm,loai,Lepidiolamprologus attenuatus,,garnelio.de,
lepidiolamprologus-boulengeri-6-8cm,loai,Lepidiolamprologus boulengeri,,garnelio.de,
lepidiolamprologus-kendalli-6-8cm,loai,Lepidiolamprologus kendalli,,garnelio.de,
lethrinops-auritus-nkhata-bay-11-13cm-rare,loai,Lethrinops auritus,,garnelio.de,
lethrinops-lethrinus-12-15cm-only-female,loai,Lethrinops lethrinus,,garnelio.de,
lethrinops-marginatus-red-fin-12-15cm-show,loai,Lethrinops marginatus,,garnelio.de,
lethrinops-microstoma-kande-15-18cm,loai,Lethrinops microstoma,,garnelio.de,
lichnochromis-acuticeps-18-20cm-rare,loai,Lichnochromis acuticeps,,garnelio.de,
lima-spatelwels-sorubim-lima-raritaet,loai,Sorubim lima,,garnelio.de,
liniendornwels-platydoras-costatus,loai,Platydoras costatus,,garnelio.de,
loretosalmler-hyphessobrycon-loretoensis,loai,Hyphessobrycon loretoensis,,garnelio.de,
mafia-prachtkaerpfling-nz-nothobranchius-korthausae,loai,Nothobranchius korthausae,,garnelio.de,
